match_id,isRadiant,player_slot,account_id,personaname,name,rank_tier,actions_per_min,hero_id,kills,deaths,assists,kills_per_min,kda,multi_kills_2,multi_kills_3,multi_kills_4,multi_kills_5,level,total_xp,xp_per_min,total_gold,gold,gold_spent,gold_per_min,last_hits,denies,firstblood_claimed,hero_kills,lane_kills,tower_kills,ancient_kills,neutral_kills,roshan_kills,observer_kills,sentry_kills,courier_kills,necronomicon_kills,camps_stacked,creeps_stacked,tower_damage,hero_damage,hero_healing,pings,rune_pickups,obs_placed,observer_uses,sen_placed,sentry_uses,purchase_tpscroll,stuns,backpack_0,backpack_1,backpack_2,item_0,item_1,item_2,item_3,item_4,item_5,is_roaming,life_state_0,life_state_1,life_state_2,life_state_dead,teamfight_participation
3517070424,True,3,89399750,66,QQQ,,115,64,1,10,4,0.03280481137233461,0,,,,,15,11004,361,7163,1262,4975,235,55,2,0,1,36,0,0,4,4,1,1,0,0,1,3,599,4898,0,7,3,4,5,7,4,6,11.314575,0,0,0,34,214,0,0,40,0,False,1740,23,212,235,0.5
3517070424,True,4,101695162,Mbappé,fy,80,140,108,2,5,5,0.06560962274466922,1,1,,,,18,14113,463,11431,43,10685,375,198,6,0,2,145,0,1,22,22,0,0,0,0,4,11,220,9113,0,16,2,0,0,1,1,7,22.439548,0,0,0,178,229,127,180,131,11,True,1773,14,188,202,0.7
3517070424,False,128,100471531,Jabz,Jabz,,273,107,5,4,17,0.16402405686167304,4,,,,,15,10181,334,7437,387,7230,244,28,0,1,5,26,0,1,1,1,1,0,0,0,0,0,0,10168,0,30,6,7,5,4,2,8,27.86731,233,46,0,40,1,92,180,36,218,True,1827,8,140,148,0.64705884
3517070424,False,129,84772440,冰冻三尺,冰冰冰,,381,61,10,1,7,0.3280481137233461,8,3,1,,,25,28898,948,19448,1855,18790,638,246,5,0,10,99,3,69,146,146,0,0,0,0,0,0,3737,13914,0,39,11,0,0,1,1,3,0.0,173,0,178,168,116,1,50,172,174,False,1924,5,46,51,0.5
3517070424,False,130,89871557,Aegis curse,Mushi,,300,20,10,2,18,0.3280481137233461,9,2,,,,21,18838,618,15394,3285,12230,505,188,27,0,10,128,0,19,82,82,0,0,0,0,2,6,2134,12700,0,53,5,0,0,0,0,4,21.796566,33,0,36,172,63,152,116,212,117,False,1874,3,98,101,0.8235294
3517070424,False,131,91443418,nb,ninjaboogie,,190,75,4,1,20,0.13121924548933844,12,,,,,18,14449,474,10333,404,11520,339,88,4,0,4,64,1,1,25,25,1,0,0,0,0,0,201,10430,0,31,11,6,3,5,5,8,0.0,0,46,0,36,30,229,185,23,50,False,1960,2,13,15,0.7058824
3517070424,False,132,113457795,ChasingTheMoon,Moonn,80,175,13,5,2,13,0.16402405686167304,6,,,,,20,18107,594,15028,427,17250,493,203,10,0,5,206,1,0,1,1,2,1,0,0,1,2,1005,12861,0,41,16,0,0,0,0,9,12.731445,0,0,0,1,50,100,202,41,46,False,1866,3,106,109,0.5294118
3524002856,True,0,82327674,wwwwwwwww,Faith,,166,87,1,1,12,0.03115264797507788,6,,,,,14,9854,307,8217,2237,6575,256,23,2,0,1,18,0,1,6,6,0,0,0,0,1,3,297,4581,0,29,4,5,8,1,1,7,0.0,0,0,0,214,34,46,92,1,16,False,2046,2,25,27,0.61904764
3524002856,True,1,149486894,烈烈风中丶,Sccc,80,216,43,11,0,4,0.3426791277258567,15,2,,,,20,17366,541,19966,2965,17885,622,289,28,1,11,253,2,3,34,34,0,0,0,0,0,0,8198,13233,0,23,7,1,1,0,0,2,7.5739746,0,0,0,50,100,131,119,235,36,False,2073,,,0,0.71428573
3524002856,True,2,139876032,最后的战役,kaka,80,224,107,1,2,13,0.03115264797507788,4,,,,,15,10689,333,9148,2371,7755,285,31,0,0,1,23,0,0,6,6,1,0,0,0,0,0,0,8379,0,52,21,7,7,2,1,6,39.88098,0,0,0,100,0,46,102,40,214,True,2013,3,57,60,0.6666667
3524002856,True,3,117281554,1111,Moogy,,397,4,5,1,8,0.1557632398753894,6,,,,,19,15536,484,17334,1638,16535,540,246,40,0,5,221,2,8,50,50,0,0,0,0,0,0,3489,13020,1550,10,3,0,0,0,0,4,0.0,0,0,0,137,63,116,46,212,154,False,2042,2,29,31,0.61904764
3524002856,True,4,87012746,kps,kpii,80,391,57,3,0,10,0.09345794392523364,13,,,,,18,14862,463,12743,2105,11630,397,133,8,0,3,113,0,0,12,12,1,0,0,0,0,0,759,4383,3634,49,2,1,1,3,2,9,0.0,0,0,36,100,178,254,90,46,50,False,2073,,,0,0.5714286
3524002856,False,128,43276219,Kazami Kazuki,EternaLEnVy,,180,40,2,4,1,0.06230529595015576,0,,,,,19,15600,486,13674,278,12800,426,230,14,0,2,170,4,9,64,64,0,0,0,0,2,5,1086,14617,0,20,3,0,0,2,2,8,0.0,38,0,0,1,108,63,190,36,0,False,1896,8,169,177,0.75
3524002856,False,129,102099826,dawg,DJ,,142,16,0,3,1,,0,,,,,14,9276,289,7286,849,7300,227,77,2,0,0,67,0,0,9,9,0,0,1,0,1,3,0,4667,0,84,7,3,3,0,0,8,26.266747,0,0,0,214,1,34,0,100,46,True,1995,6,72,78,0.25
3524002856,False,130,245373129,Xcalibur,Xcalibur,,268,1,1,5,0,0.03115264797507788,0,,,,,21,19484,607,16531,338,16745,515,322,5,0,1,116,1,36,206,206,0,1,0,0,1,1,1403,2736,0,22,15,0,0,0,0,8,0.30092776,0,38,0,116,147,145,63,46,0,False,1848,14,211,225,0.25
3524002856,False,131,6922000,small retarded fish,pieliedie,,166,31,1,2,2,0.03115264797507788,1,,,,,11,6387,199,5424,1034,4875,169,19,1,0,1,19,0,0,0,0,1,0,0,0,4,11,14,7878,0,65,4,11,9,10,5,8,0.0,0,0,0,180,0,244,46,0,0,False,2015,5,53,58,0.75
3524002856,False,132,93616251,唐三`,Ohaiyo,,219,55,0,7,2,,0,,,,,14,9180,286,11106,415,10930,346,193,0,0,0,110,0,0,76,76,0,0,0,0,3,7,27,7349,0,72,10,0,0,0,0,7,7.4724364,0,0,0,1,90,164,180,178,182,False,1847,10,216,226,0.5
3524160050,True,0,87278757,Puppey,Puppey,,138,60,1,6,13,0.025906735751295335,2,,,,,16,11734,304,10074,1976,8210,261,90,1,0,1,26,0,0,63,63,0,0,2,0,3,7,48,5021,0,110,10,15,14,7,1,8,0.15068385,0,0,181,21,50,229,11,46,36,True,2307,20,136,156,0.65
3524160050,True,1,89117038,YapzOr,YapzOr,80,530,86,1,3,13,0.025906735751295335,3,,,,,20,17563,455,13703,3524,10310,355,108,5,0,1,101,0,1,9,9,1,0,0,0,0,0,229,4828,0,58,12,1,3,3,3,12,52.265625,188,0,0,100,1,37,46,30,180,False,2423,9,31,40,0.7
3524160050,True,2,97590558,50centaur,Ace,80,335,8,5,0,13,0.12953367875647667,18,1,,,,23,23816,617,24202,2159,23845,627,365,2,0,5,158,4,62,197,197,1,0,0,0,2,4,8097,18551,0,25,9,0,0,0,0,5,0.0,0,0,46,139,212,50,147,174,160,False,2463,,,0,0.85
3524160050,True,3,86799300,☻☻☻☻,Fata,,221,97,6,1,10,0.15544041450777202,8,1,,,,22,22040,571,18875,2063,18160,489,207,5,0,6,156,0,9,51,51,0,0,0,0,3,9,231,11638,0,94,9,0,0,0,0,9,28.902344,46,0,0,1,152,116,180,112,178,False,2414,4,45,49,0.8
3524160050,True,4,116585378,UR BALLSACK BELONGS TO ME,MidOne,,318,106,7,6,11,0.18134715025906736,2,,,,,24,25784,668,19994,4020,16160,518,279,2,0,7,207,0,0,62,62,0,0,0,0,1,3,1283,17507,0,22,13,0,0,0,0,4,82.7796,0,0,0,48,36,116,100,41,119,False,2237,18,208,226,0.9
3524160050,False,128,111620041,1947,SumaiL,80,176,43,8,3,3,0.20725388601036268,2,,,,,21,18721,485,19029,879,18980,493,273,26,1,8,265,2,6,26,26,1,0,0,0,1,1,1589,16189,0,21,8,0,0,0,0,8,2.508545,0,0,0,48,100,90,119,190,36,False,2248,3,212,215,0.6875
3524160050,False,129,86745912,REAL_LIFE,rtz YB`a,,141,56,6,4,4,0.15544041450777202,2,1,,,,21,19107,495,17987,395,15380,466,245,10,0,6,127,4,36,116,116,0,0,0,0,2,6,3342,16169,0,50,13,0,0,0,0,5,0.0,0,0,0,212,63,229,168,178,112,False,2253,5,205,210,0.5625
3524160050,False,130,87276347,kill me,Universe,,211,64,1,4,6,0.025906735751295335,1,,,,,16,11966,310,12660,1262,10165,328,165,8,0,1,142,2,0,27,27,0,0,0,0,0,0,1950,7434,0,16,3,0,0,0,0,8,54.460693,0,0,12,46,214,102,1,40,100,False,2264,10,189,199,0.4375
3524160050,False,131,87177591,:-,Fear,80,219,50,0,3,1,,0,,,,,15,10422,270,8993,676,8415,233,101,8,0,0,105,1,0,1,1,1,0,0,0,0,0,306,1359,2133,20,1,1,0,5,3,5,0.0,265,0,0,43,180,102,31,46,34,False,2316,9,138,147,0.0625
3524160050,False,132,25907144,13,Cr1t-,80,239,107,1,6,10,0.025906735751295335,1,,,,,15,10499,272,8260,363,6705,214,32,3,0,1,35,0,0,0,0,0,0,0,0,0,0,0,6765,0,62,11,15,10,4,2,9,33.207886,46,0,244,1,36,188,42,214,92,True,2274,9,180,189,0.6875
3524294817,True,0,105248644,mbappé-,Miracle-,,380,67,12,2,11,0.3585657370517928,7,4,,,,21,20013,598,20213,3420,17235,604,244,10,1,12,123,2,22,118,118,1,0,0,0,0,0,1945,22366,0,25,17,0,0,0,0,3,0.0,212,0,0,147,116,174,92,50,30,False,1956,4,49,53,0.84615386
3524294817,True,1,34505203,Comprende,MinD_ContRoL,,213,38,2,1,16,0.0597609561752988,9,,,,,22,20180,603,14390,3156,12290,430,171,16,0,2,143,1,0,39,39,1,0,0,0,0,0,3082,7654,348,45,8,0,0,0,0,3,19.189331,0,0,0,48,1,36,229,0,81,False,1958,3,48,51,0.65384614
3524294817,True,2,82262664,an naml,KuroKy,,123,66,4,3,8,0.1195219123505976,3,,,,,17,12750,381,10542,2085,8765,315,77,1,0,4,5,0,1,67,67,1,0,0,0,2,5,1277,4229,5089,58,8,12,3,8,5,4,12.58667,0,0,0,0,218,0,34,231,0,False,1906,5,98,103,0.3846154
3524294817,True,3,101356886,gh,Gh,80,167,86,2,2,18,0.0597609561752988,6,,,,,17,13821,413,12918,2569,10675,386,91,6,0,2,92,0,0,5,5,0,0,0,0,0,0,426,9925,0,92,12,2,2,3,2,5,53.026096,23,21,22,180,34,40,102,1,46,True,1937,6,66,72,0.7307692
3524294817,True,4,72312627,Hangry Beef,MATUMBAMAN,,209,61,7,2,6,0.2091633466135458,4,2,,,,23,23928,715,19377,3928,16690,579,228,0,0,7,117,4,55,103,103,0,0,0,0,0,0,10353,11784,0,13,3,0,0,2,2,2,0.0,0,0,0,50,0,168,196,116,172,False,1869,20,120,140,0.5
3524294817,False,128,85008179,leesho,Peco,80,238,112,0,9,3,,0,,,,,12,7195,215,7061,13,7025,211,88,2,0,0,49,0,0,3,3,2,1,0,0,2,4,0,7079,0,73,2,6,6,16,8,13,9.398682,0,0,0,36,31,218,46,0,214,False,1749,21,239,260,0.33333334
3524294817,False,129,85937380,Marcelo Falcão,4dr,,209,106,6,2,4,0.1792828685258964,3,,,,,21,18540,554,15361,265,16255,459,227,7,0,6,193,0,0,7,7,0,0,0,0,0,0,495,15883,0,45,9,0,0,1,1,8,52.287395,0,0,0,229,0,137,212,29,123,False,1945,6,58,64,1.0
3524294817,False,130,105045291,afk smurf only,Thiolicor,,112,88,0,7,7,,0,,,,,14,9002,269,5522,49,4740,165,32,4,0,0,16,0,0,4,4,0,1,0,0,2,6,65,6338,0,42,5,7,4,6,4,9,61.92827,0,0,0,40,244,46,36,180,0,False,1806,15,188,203,0.7777778
3524294817,False,131,86822085,Bullet Tooth Tony,Costabile,80,372,9,2,3,5,0.0597609561752988,1,,,,,19,16465,492,14591,797,14750,436,223,11,0,2,173,1,3,44,44,1,0,0,0,2,3,966,8169,0,67,4,0,0,0,0,8,29.312233,0,0,0,36,147,212,63,158,46,False,1905,8,96,104,0.6666667
3524294817,False,132,87063175,lelis,Liposa,80,160,65,1,6,5,0.0298804780876494,0,,,,,16,11445,342,10374,1327,7615,310,161,3,0,1,78,0,3,48,48,1,0,0,0,1,5,169,10087,0,105,11,0,0,0,0,7,28.385742,0,0,0,214,265,1,178,40,102,False,1753,12,244,256,0.6666667
3524404781,True,0,134556694,pos5 player,Solo,,150,3,2,8,13,0.06795016987542468,1,1,,,,14,10007,340,8388,866,7775,285,20,6,0,2,19,0,0,5,5,1,0,0,0,0,0,293,7145,0,29,5,2,1,11,10,10,41.302124,0,0,0,0,0,92,214,36,31,True,1687,11,214,225,0.5
3524404781,True,1,132851371,cherf0l,RAMZES666,80,309,4,9,4,12,0.30577576443941107,4,2,,,,22,20367,692,18160,2361,16265,617,189,12,0,9,128,1,8,64,64,0,0,0,0,0,0,2283,13880,1665,70,7,0,0,0,0,7,0.0,0,0,0,63,11,65,116,36,137,False,1785,7,120,127,0.7
3524404781,True,2,106573901,I'mS oFuckiNg B aD,No[o]ne-,,447,43,8,2,15,0.2718006795016987,7,2,,,,21,20014,680,18101,5262,13930,615,229,19,0,8,198,2,3,43,43,0,0,0,0,3,4,5550,14328,0,30,13,0,0,0,0,6,7.5739746,0,0,0,116,50,36,41,90,100,False,1830,4,78,82,0.76666665
3524404781,True,3,92423451,Geraldinio,9pasha,,319,53,9,3,15,0.30577576443941107,6,,,,,18,14216,483,14893,1849,13790,506,177,0,0,9,119,2,0,49,49,0,0,1,0,1,3,5812,14045,0,26,6,0,0,0,0,9,0.0,0,0,0,8,152,50,98,185,46,True,1857,6,49,55,0.8
3524404781,True,4,106809101,ødium,Lil,80,356,62,2,3,22,0.06795016987542468,6,,,,,15,10154,345,10654,160,11395,362,6,1,0,2,2,2,0,1,1,0,1,1,0,0,0,64,4688,930,29,15,10,7,2,2,6,1.1017091,0,0,0,231,229,181,59,0,42,False,1827,9,76,85,0.8
3524404781,False,128,160678812,long time no See,Rong,80,147,64,3,7,8,0.10192525481313704,1,,,,,13,8682,295,6181,497,4970,210,43,1,1,3,32,0,0,2,2,0,1,0,0,1,3,839,7120,0,28,5,4,4,9,1,8,15.095947,0,0,0,188,40,214,46,36,42,True,1732,17,163,180,0.57894737
3524404781,False,129,255219872,Zjk,荧,,206,13,5,5,5,0.16987542468856173,1,,,,,16,12244,416,10890,1032,10165,370,160,14,0,5,152,0,2,5,5,1,0,0,0,1,2,664,12613,0,55,1,0,0,0,0,8,13.8220215,40,0,0,1,100,190,46,63,36,False,1701,5,206,211,0.5263158
3524404781,False,130,158847773,宰猪,天命,80,275,60,2,4,16,0.06795016987542468,3,,,,,15,10242,348,7240,1313,5210,246,41,1,0,2,25,0,0,14,14,0,1,0,0,0,0,0,9694,0,144,15,8,8,1,0,7,2.902685,46,0,0,36,50,92,187,40,11,True,1791,13,108,121,0.94736844
3524404781,False,131,168028715,O,zhizhizhi,80,132,9,4,6,5,0.13590033975084936,1,,,,,16,11655,396,11184,834,10250,380,188,20,0,4,141,1,1,44,44,0,0,0,0,0,0,963,8423,0,52,2,0,0,0,0,9,15.099602,146,0,0,50,174,36,170,46,212,False,1650,13,249,262,0.47368422
3524404781,False,132,397462905,给你整的明明白白的,dark,80,166,114,4,8,11,0.13590033975084936,1,,,,,16,11537,392,9065,316,7705,308,119,15,0,4,116,0,0,17,17,0,0,0,0,0,0,123,13001,0,71,0,0,0,0,0,10,20.919704,0,0,0,50,21,46,252,212,71,False,1681,26,205,231,0.7894737
3525348758,True,0,87278757,Puppey,Puppey,,116,71,3,4,16,0.08399440037330844,3,,,,,16,12215,342,9464,1791,7915,265,32,4,0,3,27,0,0,4,4,2,0,0,0,2,5,152,6448,0,125,9,13,5,8,2,7,88.056885,188,181,0,218,214,254,187,46,36,False,2093,10,186,196,0.6785714
3525348758,True,1,97590558,50centaur,Ace,80,355,20,5,3,9,0.1399906672888474,3,,,,,20,18108,507,15893,1687,13975,445,227,12,0,5,133,0,24,76,76,0,1,0,0,2,5,2312,14920,0,21,2,0,0,0,0,7,27.078705,46,36,41,116,164,63,236,212,48,False,2115,7,167,174,0.5
3525348758,True,2,89117038,YapzOr,YapzOr,80,561,91,2,4,20,0.05599626691553896,4,,,,,22,20787,582,12000,1991,11170,336,90,5,0,2,29,0,1,60,60,0,0,0,0,3,9,127,8163,14011,45,18,1,1,2,2,13,0.0,0,0,0,92,254,41,0,46,231,True,2095,4,190,194,0.78571427
3525348758,True,3,86799300,☻☻☻☻,Fata,,210,53,6,5,13,0.16798880074661687,3,,,,,23,22858,640,19608,1889,15195,549,322,23,0,6,266,3,1,30,30,0,0,0,0,0,0,4470,17304,0,70,1,0,0,0,0,10,0.0,0,0,0,98,50,116,152,185,46,False,2071,10,208,218,0.6785714
3525348758,True,4,116585378,UR BALLSACK BELONGS TO ME,MidOne,,380,52,11,1,13,0.3079794680354643,12,3,2,,,24,25966,727,23751,4527,19790,665,337,12,0,11,200,4,13,122,122,0,0,0,0,1,3,6629,29255,1215,48,13,0,0,0,0,4,28.926147,0,0,0,48,36,116,190,119,121,False,2278,3,8,11,0.85714287
3525348758,False,128,82327674,wwwwwwwww,Faith,,170,86,4,4,6,0.11199253383107792,2,,,,,15,10214,286,8536,132,7610,239,34,0,1,4,10,0,4,9,9,2,0,0,0,0,0,0,9765,0,44,4,9,7,6,3,6,38.51533,188,0,0,34,0,92,46,180,254,False,2189,12,88,100,0.5882353
3525348758,False,129,149486894,烈烈风中丶,Sccc,80,230,36,10,3,5,0.2799813345776948,3,1,,,,25,27573,772,20501,1077,17830,574,343,12,0,10,251,1,1,63,63,0,0,0,0,0,0,402,25978,3583,130,8,0,0,0,0,10,10.691431,36,16,46,50,102,190,116,137,9,False,2156,6,127,133,0.88235295
3525348758,False,130,117281554,1111,Moogy,,384,63,2,5,8,0.05599626691553896,1,1,,,,21,19679,551,13750,649,11150,385,201,13,0,2,147,0,12,58,58,0,0,0,0,1,5,135,11921,0,13,5,0,0,0,0,6,0.0,46,240,0,174,63,116,0,36,212,False,2023,10,256,266,0.5882353
3525348758,False,131,139876032,最后的战役,kaka,80,217,7,0,9,11,,1,,,,,15,10536,295,7786,554,6645,218,62,3,0,0,35,0,0,15,15,0,1,0,0,1,2,0,7835,0,104,15,5,4,2,1,9,62.5897,0,101,0,1,46,42,0,36,180,True,1994,17,278,295,0.64705884
3525348758,False,132,87012746,kps,kpii,80,367,40,1,7,12,0.02799813345776948,1,,,,,18,15215,426,11965,193,11215,335,209,3,0,1,118,0,3,43,43,0,0,0,0,1,3,512,20916,0,14,1,0,0,0,0,10,0.0,0,0,0,263,63,212,40,46,229,False,1947,20,322,342,0.7647059
3525446194,True,0,87278757,Puppey,Puppey,,137,60,0,4,1,,0,,,,,14,9669,272,7927,840,7085,223,87,1,0,0,32,0,0,50,50,1,0,1,0,1,3,0,1842,0,87,13,11,3,5,3,11,0.80048835,181,0,0,239,50,229,218,188,46,True,2109,14,156,170,0.16666667
3525446194,True,1,97590558,50centaur,Ace,80,307,59,4,8,1,0.11251758087201126,0,,,,,19,15535,437,13971,1273,10735,393,242,17,0,4,146,0,18,67,67,0,0,0,0,1,1,25,11688,0,25,1,0,0,0,0,7,0.0,34,0,0,73,151,29,210,210,46,False,1951,29,299,328,0.8333333
3525446194,True,2,89117038,YapzOr,YapzOr,80,527,91,1,8,3,0.028129395218002815,0,,,,,13,8460,238,6683,87,6315,188,62,2,0,1,16,0,0,40,40,0,0,0,0,6,14,0,6713,6077,48,11,3,3,0,0,12,0.0,0,0,0,92,254,41,46,0,180,True,2000,8,271,279,0.6666667
3525446194,True,3,86799300,☻☻☻☻,Fata,,209,108,1,6,1,0.028129395218002815,0,,,,,17,13437,378,12051,1082,11705,339,205,4,0,1,177,1,0,19,19,0,0,0,0,1,3,207,13726,0,74,4,0,0,0,0,12,79.04503,73,0,0,164,178,73,90,180,46,False,2076,17,186,203,0.33333334
3525446194,True,4,116585378,UR BALLSACK BELONGS TO ME,MidOne,,299,104,0,7,4,,0,,,,,15,11269,317,9491,181,8015,267,138,16,0,0,137,0,1,11,11,0,0,0,0,1,3,35,6652,0,39,3,0,0,1,1,10,0.0,11,0,0,50,36,46,1,71,162,False,1998,11,270,281,0.6666667
3525446194,False,128,82327674,wwwwwwwww,Faith,,168,27,1,3,18,0.028129395218002815,4,,,,,18,15357,432,10736,1550,9505,302,89,4,0,1,76,0,1,15,15,0,1,0,0,4,18,3640,7536,0,55,5,3,6,2,3,6,80.11243,0,0,0,180,92,229,232,0,0,False,2186,3,90,93,0.57575756
3525446194,False,129,149486894,烈烈风中丶,Sccc,80,228,106,10,0,13,0.2812939521800282,23,3,1,,,25,27302,768,24316,2167,23510,684,372,14,0,10,261,3,0,114,114,0,0,0,0,1,3,1344,25092,0,97,18,0,0,0,0,2,74.16787,0,0,41,1,158,48,123,137,212,False,2279,,,0,0.6969697
3525446194,False,130,139876032,最后的战役,kaka,80,232,16,4,2,21,0.11251758087201126,8,,,,,21,18592,523,12549,1503,11645,353,61,0,1,4,38,0,4,22,22,0,0,0,0,0,0,78,11092,0,35,20,12,7,1,1,7,73.39319,46,0,0,1,214,42,100,36,210,True,2223,4,52,56,0.75757575
3525446194,False,131,117281554,1111,Moogy,,417,70,12,1,10,0.3375527426160338,11,1,,,,21,19374,545,18379,2264,18115,517,175,15,0,12,95,1,43,88,88,0,0,0,0,0,0,1925,20110,1260,24,7,0,0,0,0,7,0.0,181,46,0,1,50,116,51,81,168,False,2222,7,50,57,0.6666667
3525446194,False,132,87012746,kps,kpii,80,428,40,5,0,18,0.1406469760900141,23,1,1,,,23,23498,661,16317,1919,15330,459,196,31,0,5,204,2,3,15,15,1,0,0,0,0,0,4540,25158,0,24,1,0,0,0,0,10,0.0,0,46,0,263,190,210,127,30,50,False,2279,,,0,0.6969697
3525554974,True,0,82327674,wwwwwwwww,Faith,,148,30,3,9,4,0.08454673555659933,0,1,,,,13,8054,227,7451,123,7090,210,55,2,0,3,23,0,3,30,30,3,1,0,0,2,8,101,4032,2161,63,5,3,7,5,8,9,20.52771,0,0,0,180,36,188,102,218,40,True,2022,34,219,253,0.5
3525554974,True,1,149486894,烈烈风中丶,Sccc,80,225,106,1,4,9,0.028182245185533115,2,,,,,20,18096,510,16251,447,15495,458,286,9,0,1,222,1,5,62,62,0,2,0,0,0,0,746,13897,0,53,9,1,1,0,0,2,84.66732,0,0,0,1,239,0,48,123,166,False,2165,11,99,110,0.71428573
3525554974,True,2,117281554,1111,Moogy,,338,81,4,5,3,0.11272898074213246,1,1,,,,19,15541,438,14832,834,13420,418,229,13,0,4,136,2,16,101,101,0,0,0,0,0,0,598,9944,0,1,9,0,0,0,0,7,15.569099,46,0,0,1,63,151,53,36,252,False,2017,8,250,258,0.5
3525554974,True,3,139876032,最后的战役,kaka,80,209,107,3,7,9,0.08454673555659933,1,,,,,12,7309,206,7628,392,7280,215,36,1,0,3,30,0,1,6,6,1,0,0,0,1,7,0,14306,0,48,9,11,8,6,3,11,46.95581,0,0,0,1,214,92,0,0,0,True,2046,11,218,229,0.85714287
3525554974,True,4,87012746,kps,kpii,80,386,58,3,2,5,0.08454673555659933,2,1,,,,17,13377,377,13306,2415,12015,375,167,11,0,3,139,0,3,33,33,1,0,0,0,0,0,1691,10242,430,15,3,0,0,0,0,8,0.0,0,0,0,263,63,65,36,46,185,False,2211,5,59,64,0.5714286
3525554974,False,128,87278757,Puppey,Puppey,,120,71,6,5,18,0.16909347111319867,4,,,,,16,12419,350,10041,702,9725,283,33,3,1,6,25,0,0,10,10,0,0,0,0,1,4,272,8124,0,115,14,14,7,5,5,8,59.545383,181,46,0,31,214,187,34,92,185,True,2130,12,133,145,0.8888889
3525554974,False,129,97590558,50centaur,Ace,80,297,114,9,3,14,0.25364020666979803,5,1,,,,23,22922,646,21006,4023,18075,592,291,11,0,9,171,5,27,125,125,1,0,0,0,3,5,3427,22584,0,32,8,0,0,0,0,11,48.15028,0,0,0,116,139,50,212,145,46,False,2234,11,30,41,0.8518519
3525554974,False,130,89117038,YapzOr,YapzOr,80,538,86,4,2,14,0.11272898074213246,6,,,,,17,13873,391,11141,2509,9985,314,70,0,0,4,52,0,0,17,17,0,0,0,0,1,6,145,7150,1886,46,8,2,2,2,1,11,53.443226,36,46,0,37,100,43,30,60,180,True,2221,6,48,54,0.6666667
3525554974,False,131,86799300,☻☻☻☻,Fata,,221,69,3,1,15,0.08454673555659933,9,,,,,19,15506,437,20225,4737,18190,570,145,6,0,3,109,1,0,32,32,0,0,0,0,0,0,962,11091,0,97,8,0,0,0,0,11,5.4800777,34,0,0,50,210,152,46,119,65,False,2242,3,30,33,0.6666667
3525554974,False,132,116585378,UR BALLSACK BELONGS TO ME,MidOne,,308,43,5,3,9,0.14091122592766556,3,,,,,20,17599,496,16109,2528,13515,454,209,19,0,5,199,2,8,22,22,0,1,0,0,1,1,8340,16680,0,43,9,0,0,0,0,8,0.0,0,0,0,29,36,190,41,119,116,False,2126,6,143,149,0.5185185
3525706372,True,0,134556694,pos5 player,Solo,,144,3,7,9,15,0.18126888217522658,2,,,,,16,12550,325,10349,1751,8485,268,11,0,0,7,6,0,0,4,4,1,0,0,0,0,0,0,12020,0,24,9,17,12,14,2,12,110.94507,0,0,0,265,0,36,214,254,0,True,2154,12,297,309,0.55
3525706372,True,1,132851371,cherf0l,RAMZES666,80,287,54,10,0,16,0.2589555459646094,26,2,,,,24,25641,664,23285,2570,21785,603,288,15,0,10,209,6,18,71,71,1,0,0,0,0,0,11467,23508,1692,45,7,0,0,0,0,7,0.0,0,46,0,50,116,151,112,168,154,False,2463,,,0,0.65
3525706372,True,2,106573901,I'mS oFuckiNg B aD,No[o]ne-,,439,39,11,2,14,0.2848511005610703,8,1,,,,24,25332,656,21663,2421,20355,561,274,26,0,11,260,0,1,25,25,1,0,0,0,0,0,3005,24892,0,26,13,0,0,0,0,13,0.0,0,0,0,123,63,46,119,116,190,False,2409,4,50,54,0.625
3525706372,True,3,92423451,Geraldinio,9pasha,,356,58,7,2,12,0.18126888217522658,6,1,1,,,20,18072,468,16064,2537,14155,416,171,2,0,7,112,2,0,40,40,0,0,0,0,1,1,3645,13022,1952,23,8,0,0,0,0,14,13.111328,0,0,46,206,50,263,36,90,30,False,2399,4,60,64,0.475
3525706372,True,4,106809101,ødium,Lil,80,369,69,4,4,20,0.10358221838584376,4,,,,,20,17416,451,17300,3822,14790,448,63,3,0,4,26,2,0,37,37,0,0,0,0,2,2,473,14439,2322,44,15,0,0,0,0,9,14.711283,46,0,0,229,1,92,214,81,90,False,2379,13,71,84,0.6
3525706372,False,128,105248644,mbappé-,Miracle-,,319,19,5,8,7,0.1294777729823047,1,,,,,22,20273,525,21432,1528,17700,555,351,16,0,5,273,5,12,82,82,1,0,0,0,0,0,4601,21873,0,25,7,0,0,0,0,10,53.109375,0,0,0,1,108,252,63,33,112,False,2117,28,318,346,0.7058824
3525706372,False,129,34505203,Comprende,MinD_ContRoL,,204,65,1,8,7,0.02589555459646094,0,,,,,17,13670,354,12087,258,11920,313,156,2,0,1,96,0,4,57,57,1,0,0,0,2,5,0,12179,0,49,10,0,0,2,2,11,34.662598,40,0,0,214,1,36,102,100,0,False,2154,17,292,309,0.47058824
3525706372,False,130,82262664,an naml,KuroKy,,104,68,3,7,4,0.07768666378938283,0,,,,,14,8959,232,9074,1122,7735,235,35,3,1,3,21,0,0,14,14,2,1,0,0,0,0,13,7924,0,56,5,14,4,8,1,8,15.421143,188,0,0,218,46,244,36,180,102,False,2248,4,211,215,0.4117647
