match_id,key,team,player_slot,slot,time,type,unit
3497783131,npc_dota_badguys_tower3_top,,,,1011,building_kill,npc_dota_goodguys_siege
3497783131,npc_dota_goodguys_tower1_top,,132,9,1148,building_kill,npc_dota_hero_necrolyte
3497783131,npc_dota_goodguys_tower1_mid,,3,3,1194,building_kill,npc_dota_hero_night_stalker
3497783131,,2,,,1219,CHAT_MESSAGE_ROSHAN_KILL,
3497783131,,,0,0,1221,CHAT_MESSAGE_AEGIS,
3497783131,npc_dota_badguys_healers,,4,4,1252,building_kill,npc_dota_hero_life_stealer
3497783131,npc_dota_goodguys_tower2_bot,,,,1265,building_kill,npc_dota_creep_badguys_ranged
3497783131,npc_dota_badguys_range_rax_top,,,,1282,building_kill,npc_dota_goodguys_siege
3497783131,npc_dota_badguys_melee_rax_top,,3,3,1384,building_kill,npc_dota_hero_night_stalker
3497783131,npc_dota_badguys_tower2_mid,,0,0,1437,building_kill,npc_dota_hero_invoker
3497783131,npc_dota_badguys_healers,,4,4,1484,building_kill,npc_dota_hero_life_stealer
3497783131,npc_dota_badguys_tower1_bot,,1,1,1507,building_kill,npc_dota_hero_tidehunter
3497783131,npc_dota_badguys_tower2_bot,,4,4,1551,building_kill,npc_dota_hero_life_stealer
3497783131,npc_dota_badguys_tower3_bot,,,,1574,building_kill,npc_dota_goodguys_siege
3497783131,npc_dota_badguys_range_rax_bot,,2,2,1592,building_kill,npc_dota_hero_chen
3497783131,npc_dota_badguys_melee_rax_bot,,,,1615,building_kill,npc_dota_creep_goodguys_melee
3497783131,npc_dota_badguys_fort,,,,1620,building_kill,dota_unknown
3497871676,3,,132,9,102,CHAT_MESSAGE_FIRSTBLOOD,
3497871676,npc_dota_goodguys_tower1_bot,,130,7,353,building_kill,npc_dota_hero_chen
3497871676,npc_dota_badguys_tower1_top,,0,0,378,building_kill,npc_dota_hero_venomancer
3497871676,npc_dota_goodguys_tower1_mid,,2,2,427,building_kill,npc_dota_hero_ancient_apparition
3497871676,npc_dota_goodguys_tower1_top,,128,5,1046,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_tower2_bot,,128,5,1152,building_kill,npc_dota_hero_luna
3497871676,,3,,,1237,CHAT_MESSAGE_ROSHAN_KILL,
3497871676,,,128,5,1238,CHAT_MESSAGE_AEGIS,
3497871676,npc_dota_goodguys_tower2_top,,132,9,1339,building_kill,npc_dota_hero_ursa
3497871676,npc_dota_goodguys_tower2_mid,,128,5,1373,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_tower3_mid,,128,5,1442,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_healers,,128,5,1540,building_kill,npc_dota_hero_luna
3497871676,npc_dota_badguys_tower1_bot,,,,1548,building_kill,npc_dota_creep_goodguys_ranged
3497871676,npc_dota_goodguys_healers,,128,5,1674,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_range_rax_mid,,128,5,1884,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_melee_rax_mid,,129,6,1895,building_kill,npc_dota_hero_earthshaker
3497871676,npc_dota_goodguys_tower3_bot,,128,5,1913,building_kill,npc_dota_hero_luna
3497871676,npc_dota_goodguys_fort,,,,1920,building_kill,dota_unknown
3498943075,1,,129,6,63,CHAT_MESSAGE_FIRSTBLOOD,
3498943075,npc_dota_goodguys_tower1_top,,131,8,774,building_kill,npc_dota_hero_chen
3498943075,npc_dota_goodguys_tower1_bot,,128,5,966,building_kill,npc_dota_hero_viper
3498943075,npc_dota_goodguys_tower1_mid,,3,3,977,building_kill,npc_dota_hero_rattletrap
3498943075,npc_dota_badguys_tower1_top,,,,1004,building_kill,npc_dota_goodguys_siege
3498943075,npc_dota_goodguys_tower2_bot,,131,8,1036,building_kill,npc_dota_hero_chen
3498943075,npc_dota_goodguys_tower2_top,,128,5,1272,building_kill,npc_dota_hero_viper
3498943075,npc_dota_badguys_tower1_bot,,,,1280,building_kill,npc_dota_creep_goodguys_melee
3498943075,npc_dota_goodguys_tower2_mid,,128,5,1302,building_kill,npc_dota_hero_viper
3498943075,npc_dota_badguys_tower1_mid,,0,0,1429,building_kill,npc_dota_hero_weaver
3498943075,,3,,,1532,CHAT_MESSAGE_ROSHAN_KILL,
3498943075,,,128,5,1532,CHAT_MESSAGE_AEGIS,
3498943075,npc_dota_goodguys_tower3_mid,,130,7,1614,building_kill,npc_dota_hero_visage
3498943075,npc_dota_goodguys_melee_rax_mid,,130,7,1620,building_kill,npc_dota_hero_visage
3498943075,npc_dota_goodguys_range_rax_mid,,128,5,1624,building_kill,npc_dota_hero_viper
3498943075,npc_dota_goodguys_healers,,130,7,1651,building_kill,npc_dota_hero_visage
3498943075,npc_dota_badguys_tower2_top,,4,4,1709,building_kill,npc_dota_hero_monkey_king
3498943075,npc_dota_goodguys_tower3_bot,,128,5,1738,building_kill,npc_dota_hero_viper
3498943075,npc_dota_goodguys_melee_rax_bot,,128,5,1746,building_kill,npc_dota_hero_viper
3498943075,npc_dota_badguys_tower3_top,,0,0,1754,building_kill,npc_dota_hero_weaver
3498943075,npc_dota_goodguys_range_rax_bot,,131,8,1755,building_kill,npc_dota_hero_chen
3498943075,npc_dota_goodguys_fort,,,,1791,building_kill,dota_unknown
3499021213,0,,131,8,163,CHAT_MESSAGE_FIRSTBLOOD,
3499021213,npc_dota_badguys_tower1_top,,1,1,463,building_kill,npc_dota_hero_pugna
3499021213,npc_dota_badguys_tower1_bot,,1,1,756,building_kill,npc_dota_hero_pugna
3499021213,npc_dota_goodguys_tower1_mid,,2,2,922,building_kill,npc_dota_hero_faceless_void
3499021213,npc_dota_goodguys_tower1_bot,,130,7,940,building_kill,npc_dota_hero_visage
3499021213,npc_dota_badguys_tower1_mid,,,,944,building_kill,npc_dota_creep_goodguys_melee
3499021213,npc_dota_goodguys_tower1_top,,128,5,1091,building_kill,npc_dota_hero_death_prophet
3499021213,,2,,,1193,CHAT_MESSAGE_COURIER_LOST,
3499021213,npc_dota_badguys_tower2_top,,2,2,1714,building_kill,npc_dota_hero_faceless_void
3499021213,npc_dota_badguys_tower2_mid,,1,1,1904,building_kill,npc_dota_hero_pugna
3499021213,npc_dota_goodguys_tower2_bot,,,,1928,building_kill,npc_dota_badguys_siege
3499021213,,3,,,1990,CHAT_MESSAGE_ROSHAN_KILL,
3499021213,,,128,5,1990,CHAT_MESSAGE_AEGIS,
3499021213,npc_dota_goodguys_tower2_mid,,128,5,2223,building_kill,npc_dota_hero_death_prophet
3499021213,npc_dota_goodguys_tower3_bot,,128,5,2754,building_kill,npc_dota_hero_death_prophet
3499021213,npc_dota_goodguys_melee_rax_bot,,,,2763,building_kill,npc_dota_badguys_siege
3499021213,npc_dota_goodguys_healers,,130,7,2788,building_kill,npc_dota_hero_visage
3499021213,npc_dota_goodguys_healers,,131,8,2913,building_kill,npc_dota_hero_winter_wyvern
3499021213,npc_dota_goodguys_tower3_mid,,130,7,2968,building_kill,npc_dota_hero_visage
3499021213,npc_dota_goodguys_melee_rax_mid,,130,7,2975,building_kill,npc_dota_hero_visage
3499021213,npc_dota_goodguys_tower2_top,,,,2981,building_kill,npc_dota_creep_badguys_ranged
3499021213,npc_dota_goodguys_range_rax_mid,,,,3164,building_kill,npc_dota_creep_badguys_melee_upgraded
3499021213,npc_dota_goodguys_tower3_top,,131,8,3173,building_kill,npc_dota_hero_winter_wyvern
3499021213,npc_dota_goodguys_melee_rax_top,,128,5,3181,building_kill,npc_dota_hero_death_prophet
3499021213,npc_dota_goodguys_range_rax_top,,129,6,3186,building_kill,npc_dota_hero_earthshaker
3499021213,npc_dota_goodguys_range_rax_bot,,131,8,3206,building_kill,npc_dota_hero_winter_wyvern
3499021213,npc_dota_goodguys_fort,,,,3285,building_kill,dota_unknown
3499189988,0,,128,5,139,CHAT_MESSAGE_FIRSTBLOOD,
3499189988,npc_dota_badguys_tower1_top,,,,639,building_kill,npc_dota_goodguys_siege
3499189988,npc_dota_goodguys_tower1_bot,,0,0,718,building_kill,npc_dota_hero_lich
3499189988,npc_dota_badguys_tower2_top,,130,7,975,building_kill,npc_dota_hero_razor
3499189988,,3,,,1037,CHAT_MESSAGE_COURIER_LOST,
3499189988,npc_dota_goodguys_tower1_mid,,132,9,1271,building_kill,npc_dota_hero_tiny
3499189988,npc_dota_badguys_tower1_mid,,,,1374,building_kill,npc_dota_creep_goodguys_melee
3499189988,,3,,,1515,CHAT_MESSAGE_ROSHAN_KILL,
3499189988,,,129,6,1515,CHAT_MESSAGE_AEGIS,
3499189988,npc_dota_badguys_tower2_mid,,3,3,1674,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_tower1_bot,,,,1698,building_kill,npc_dota_creep_goodguys_melee
3499189988,npc_dota_badguys_tower3_mid,,3,3,2003,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_melee_rax_mid,,3,3,2010,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_range_rax_mid,,3,3,2012,building_kill,npc_dota_hero_lone_druid
3499189988,,3,,,2017,CHAT_MESSAGE_COURIER_LOST,
3499189988,npc_dota_badguys_tower3_top,,3,3,2027,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_melee_rax_top,,3,3,2034,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_range_rax_top,,3,3,2038,building_kill,npc_dota_hero_lone_druid
3499189988,npc_dota_badguys_fort,,,,2046,building_kill,dota_unknown
3499317276,9,,4,4,-43,CHAT_MESSAGE_FIRSTBLOOD,
3499317276,npc_dota_badguys_tower1_top,,1,1,588,building_kill,npc_dota_hero_faceless_void
3499317276,npc_dota_badguys_tower1_bot,,4,4,768,building_kill,npc_dota_hero_pugna
3499317276,npc_dota_badguys_tower1_mid,,2,2,821,building_kill,npc_dota_hero_lina
3499317276,,2,,,877,CHAT_MESSAGE_ROSHAN_KILL,
3499317276,,,2,2,878,CHAT_MESSAGE_AEGIS,
3499317276,npc_dota_goodguys_tower1_bot,,,,881,building_kill,npc_dota_creep_badguys_ranged
3499317276,npc_dota_badguys_tower2_top,,3,3,956,building_kill,npc_dota_hero_enchantress
3499317276,npc_dota_badguys_tower3_top,,2,2,1020,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_healers,,1,1,1069,building_kill,npc_dota_hero_faceless_void
3499317276,npc_dota_badguys_tower2_bot,,2,2,1174,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_healers,,4,4,1187,building_kill,npc_dota_hero_pugna
3499317276,npc_dota_badguys_tower2_mid,,2,2,1350,building_kill,npc_dota_hero_lina
3499317276,,2,,,1479,CHAT_MESSAGE_ROSHAN_KILL,
3499317276,,,2,2,1481,CHAT_MESSAGE_AEGIS,
3499317276,npc_dota_badguys_tower3_mid,,2,2,1510,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_range_rax_mid,,4,4,1545,building_kill,npc_dota_hero_pugna
3499317276,npc_dota_badguys_melee_rax_mid,,2,2,1697,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_range_rax_top,,2,2,1763,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_melee_rax_top,,2,2,1781,building_kill,npc_dota_hero_lina
3499317276,npc_dota_badguys_fort,,,,1787,building_kill,dota_unknown
3499441200,6,,2,2,-45,CHAT_MESSAGE_FIRSTBLOOD,
3499441200,npc_dota_goodguys_tower1_bot,,,,683,building_kill,npc_dota_badguys_siege
3499441200,npc_dota_badguys_tower1_mid,,,,965,building_kill,npc_dota_goodguys_siege
3499441200,npc_dota_badguys_tower1_top,,4,4,1043,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_goodguys_tower1_mid,,131,8,1192,building_kill,npc_dota_hero_alchemist
3499441200,,2,,,1229,CHAT_MESSAGE_ROSHAN_KILL,
3499441200,,,0,0,1230,CHAT_MESSAGE_AEGIS,
3499441200,npc_dota_badguys_tower1_bot,,4,4,1405,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_goodguys_tower1_top,,2,2,1438,building_kill,npc_dota_hero_ancient_apparition
3499441200,,2,,,2155,CHAT_MESSAGE_ROSHAN_KILL,
3499441200,,,1,1,2155,CHAT_MESSAGE_AEGIS,
3499441200,npc_dota_badguys_tower2_mid,,,,2161,building_kill,npc_dota_creep_goodguys_melee
3499441200,npc_dota_badguys_tower2_bot,,4,4,2247,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_badguys_tower2_top,,4,4,2367,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_goodguys_tower2_bot,,131,8,2390,building_kill,npc_dota_hero_alchemist
3499441200,npc_dota_goodguys_tower2_mid,,130,7,2788,building_kill,npc_dota_hero_abyssal_underlord
3499441200,npc_dota_goodguys_tower3_mid,,2,2,2812,building_kill,npc_dota_hero_ancient_apparition
3499441200,,3,,,2861,CHAT_MESSAGE_ROSHAN_KILL,
3499441200,,,130,7,2861,CHAT_MESSAGE_AEGIS,
3499441200,npc_dota_badguys_tower3_mid,,1,1,3125,building_kill,npc_dota_hero_phantom_lancer
3499441200,npc_dota_badguys_melee_rax_mid,,4,4,3138,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_badguys_healers,,1,1,3155,building_kill,npc_dota_hero_phantom_lancer
3499441200,npc_dota_badguys_tower3_bot,,4,4,3246,building_kill,npc_dota_hero_pugna
3499441200,npc_dota_badguys_healers,,1,1,3280,building_kill,npc_dota_hero_phantom_lancer
3499441200,npc_dota_badguys_melee_rax_bot,,4,4,3522,building_kill,npc_dota_hero_pugna
3499441200,,3,,,3590,CHAT_MESSAGE_COURIER_LOST,
3499441200,npc_dota_goodguys_healers,,131,8,3595,building_kill,npc_dota_hero_alchemist
3499441200,npc_dota_goodguys_tower2_top,,,,3624,building_kill,npc_dota_creep_badguys_ranged
3499441200,,3,,,3629,CHAT_MESSAGE_ROSHAN_KILL,
3499441200,,,131,8,3631,CHAT_MESSAGE_AEGIS,
3499441200,npc_dota_goodguys_healers,,131,8,3794,building_kill,npc_dota_hero_alchemist
3499441200,npc_dota_badguys_range_rax_mid,,4,4,4171,building_kill,npc_dota_hero_pugna
3499441200,,3,,,4430,CHAT_MESSAGE_ROSHAN_KILL,
3499441200,,,132,9,4431,CHAT_MESSAGE_AEGIS,
3499441200,npc_dota_badguys_range_rax_bot,,1,1,4863,building_kill,npc_dota_hero_phantom_lancer
3499441200,npc_dota_badguys_healers,,,,4893,building_kill,npc_dota_goodguys_siege_upgraded
3499441200,npc_dota_badguys_healers,,,,4896,building_kill,npc_dota_creep_goodguys_melee_upgraded
3499441200,npc_dota_badguys_tower4,,1,1,5110,building_kill,npc_dota_hero_phantom_lancer
3499441200,npc_dota_badguys_fort,,,,5114,building_kill,dota_unknown
3499706053,2,,128,5,146,CHAT_MESSAGE_FIRSTBLOOD,
3499706053,npc_dota_goodguys_tower1_bot,,132,9,370,building_kill,npc_dota_hero_jakiro
3499706053,npc_dota_goodguys_tower1_top,,129,6,645,building_kill,npc_dota_hero_silencer
3499706053,npc_dota_goodguys_tower1_mid,,,,719,building_kill,npc_dota_creep_badguys_melee
3499706053,,2,,,992,CHAT_MESSAGE_ROSHAN_KILL,
3499706053,,,2,2,993,CHAT_MESSAGE_AEGIS,
3499706053,npc_dota_badguys_tower1_top,,,,1159,building_kill,npc_dota_creep_goodguys_melee
3499706053,npc_dota_badguys_tower1_bot,,1,1,1240,building_kill,npc_dota_hero_chaos_knight
3499706053,npc_dota_badguys_tower2_bot,,1,1,1264,building_kill,npc_dota_hero_chaos_knight
3499706053,npc_dota_badguys_tower1_mid,,1,1,1309,building_kill,npc_dota_hero_chaos_knight
3499706053,npc_dota_badguys_tower2_mid,,4,4,1378,building_kill,npc_dota_hero_night_stalker
3499706053,npc_dota_goodguys_tower2_mid,,132,9,1463,building_kill,npc_dota_hero_jakiro
3499706053,npc_dota_badguys_tower2_top,,2,2,1555,building_kill,npc_dota_hero_lina
3499706053,,2,,,1589,CHAT_MESSAGE_ROSHAN_KILL,
3499706053,,,1,1,1590,CHAT_MESSAGE_AEGIS,
3499706053,npc_dota_goodguys_tower2_bot,,,,1629,building_kill,npc_dota_creep_badguys_melee
3499706053,npc_dota_badguys_tower3_mid,,1,1,1724,building_kill,npc_dota_hero_chaos_knight
3499706053,npc_dota_badguys_fort,,,,1733,building_kill,dota_unknown
3499794356,3,,130,7,-14,CHAT_MESSAGE_FIRSTBLOOD,
3499794356,npc_dota_goodguys_tower1_top,,132,9,621,building_kill,npc_dota_hero_beastmaster
3499794356,npc_dota_goodguys_tower2_top,,,,671,building_kill,npc_dota_badguys_siege
3499794356,npc_dota_goodguys_tower1_mid,,,,695,building_kill,npc_dota_badguys_siege
3499794356,npc_dota_goodguys_tower1_bot,,131,8,750,building_kill,npc_dota_hero_bloodseeker
3499794356,npc_dota_badguys_tower1_top,,4,4,769,building_kill,npc_dota_hero_pugna
3499794356,npc_dota_goodguys_tower2_bot,,132,9,876,building_kill,npc_dota_hero_beastmaster
3499794356,,3,,,1125,CHAT_MESSAGE_ROSHAN_KILL,
3499794356,,,131,8,1126,CHAT_MESSAGE_AEGIS,
3499794356,npc_dota_badguys_tower1_mid,,129,6,1204,building_kill,npc_dota_hero_earthshaker
3499794356,npc_dota_badguys_tower1_bot,,,,1331,building_kill,npc_dota_creep_goodguys_ranged
3499794356,npc_dota_goodguys_tower2_mid,,131,8,1412,building_kill,npc_dota_hero_bloodseeker
3499794356,,3,,,1658,CHAT_MESSAGE_ROSHAN_KILL,
3499794356,,,131,8,1659,CHAT_MESSAGE_AEGIS,
3499794356,npc_dota_badguys_tower2_bot,,,,1713,building_kill,npc_dota_creep_goodguys_ranged
3499794356,,3,,,1831,CHAT_MESSAGE_COURIER_LOST,
3499794356,npc_dota_goodguys_tower3_bot,,128,5,1899,building_kill,npc_dota_hero_sniper
3499794356,npc_dota_goodguys_healers,,128,5,1925,building_kill,npc_dota_hero_sniper
3499794356,npc_dota_goodguys_healers,,132,9,1950,building_kill,npc_dota_hero_beastmaster
3499794356,npc_dota_goodguys_melee_rax_bot,,132,9,2112,building_kill,npc_dota_hero_beastmaster
3499794356,npc_dota_goodguys_range_rax_bot,,128,5,2127,building_kill,npc_dota_hero_sniper
3499794356,npc_dota_goodguys_tower3_mid,,131,8,2203,building_kill,npc_dota_hero_bloodseeker
3499794356,npc_dota_goodguys_fort,,,,2204,building_kill,dota_unknown
3499877802,3,,129,6,249,CHAT_MESSAGE_FIRSTBLOOD,
3499877802,npc_dota_goodguys_tower1_bot,,129,6,461,building_kill,npc_dota_hero_chaos_knight
3499877802,npc_dota_goodguys_tower1_mid,,129,6,702,building_kill,npc_dota_hero_chaos_knight
3499877802,,3,,,865,CHAT_MESSAGE_ROSHAN_KILL,
3499877802,,,4,4,869,CHAT_MESSAGE_AEGIS_STOLEN,
3499877802,npc_dota_goodguys_tower1_top,,129,6,962,building_kill,npc_dota_hero_chaos_knight
3499877802,npc_dota_goodguys_tower2_top,,132,9,1165,building_kill,npc_dota_hero_winter_wyvern
3499877802,npc_dota_goodguys_tower2_bot,,128,5,1199,building_kill,npc_dota_hero_puck
3499877802,npc_dota_goodguys_tower3_top,,131,8,1518,building_kill,npc_dota_hero_furion
3499877802,npc_dota_goodguys_healers,,129,6,1543,building_kill,npc_dota_hero_chaos_knight
3499877802,npc_dota_goodguys_tower2_mid,,129,6,1605,building_kill,npc_dota_hero_chaos_knight
3499877802,npc_dota_goodguys_tower3_mid,,,,1621,building_kill,npc_dota_badguys_siege
